serial,id,name,tunnel_length_total,tunnel_length_1st,tunnel_length_2nd,tunnel_length_3rd,tunnel_length_4more,tunnel_num_total,tunnel_num_1st,tunnel_num_2nd,tunnel_num_3rd,tunnel_num_4more
0,Measurement,Measurement_0.jpg,1039.420560141138,1039.420560141138,0.0,0,0,8,4,4,0,0
