serial,id,name,tunnel_length,tunnel_sequence
0,Measurement,Measurement_0.jpg,570.0614225929274,1
0,Measurement,Measurement_0.jpg,469.3591375482105,1
0,Measurement,Measurement_0.jpg,0.0,2
0,Measurement,Measurement_0.jpg,0.0,2
0,Measurement,Measurement_0.jpg,0.0,2
0,Measurement,Measurement_0.jpg,0.0,1
0,Measurement,Measurement_0.jpg,0.0,1
0,Measurement,Measurement_0.jpg,0.0,2
