scorer,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000
bodyparts,f1,f1,f1,f2,f2,f2,f3,f3,f3,m1,m1,m1,m2,m2,m2,m3,m3,m3
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,100.47333526611328,131.87933349609375,1.0,101.34590911865234,128.79135131835938,1.0,120.47084045410156,96.32821655273438,1.0,128.3542022705078,88.75225067138672,1.0,132.57736206054688,85.77523040771484,1.0,166.13543701171875,68.24482727050781,1.0
1,100.45535560321376,131.86282349462968,1.0,101.33007181599174,128.77824715982,0.9999998807907104,120.4590591726883,96.32469900916237,1.0,128.16776371755225,88.73202770029278,1.0,132.50990402317592,85.75701543001071,1.0,166.1299126698653,68.23783081629696,1.0
2,86.34833793843634,127.50669729705601,1.0,88.99529568821934,123.37750457042274,1.0,118.0711151237583,96.44956553302066,1.0,127.48664267496424,88.02182119911805,1.0,131.40276306382435,84.65985267652648,1.0,163.92818955642153,67.37658245601469,1.0
3,87.50265529099609,133.95180360784028,1.0,89.8142123469888,130.14916487407498,1.0,115.07637859727356,98.1516957760117,1.0,128.34464427095247,84.88444455911105,1.0,132.851425304222,82.3806251641125,1.0,165.28072732250342,67.64392884735159,1.0
4,91.3227148673369,133.61576251509553,1.0,93.23503785170438,129.71101013374653,1.0,114.01670259776479,97.44414974285354,1.0,119.66119771639275,90.61501443935006,1.0,125.81897911356388,87.4156265432667,1.0,158.14362578015843,70.86197613588283,1.0
5,89.47561811304764,133.1472870000686,1.0,91.73543346216961,129.71206022828937,1.0,112.01980456393056,98.96074934690559,1.0,117.93316178152918,93.50377702045431,1.0,123.11066163054113,90.4430465195573,1.0,152.30111923838803,72.23857908297589,1.0
6,88.17584623530253,133.60581376128698,1.0,89.14517554389978,129.489542469161,1.0,110.58600973798053,98.4252091890749,1.0,115.59709614194627,91.9326402769811,1.0,120.22117214885363,89.13556551317045,1.0,150.61512972322527,72.01333025618983,1.0
7,89.39668422005589,135.40290855545373,1.0,89.2983161869526,131.27340467317666,1.0,109.19215542157049,100.44029405234785,1.0,114.9803293518952,92.75564912947534,1.0,119.69529420316876,89.7777168024948,1.0,150.33464061337295,71.79376910009282,1.0
8,90.49801191702078,133.88539429484794,1.0,90.57639202666653,129.65688336149634,1.0,110.22881657833173,99.9156896657952,1.0,116.11755720069225,92.763552079136,1.0,120.72934499963637,89.96068861525153,1.0,150.1930881106956,71.87617133557019,1.0
9,88.1544879952162,139.44996544593013,1.0,88.73173208014067,134.68369134913473,1.0,109.26762236260889,101.53887412497521,0.9999998807907104,116.27739085031092,95.43382511708724,1.0,121.380712872332,91.95731979630106,1.0,150.075691926674,72.29650705869372,1.0
10,92.21105258724967,137.38762492813987,1.0,90.39619748410693,134.40890072624825,1.0,107.91662572567907,105.13094022151398,1.0,113.29200534461461,99.05876150561659,1.0,118.30424597052034,94.12412997917268,1.0,143.68669786666416,71.48452315413455,1.0
11,88.9232215981464,136.65378416093895,1.0,88.01855574821352,133.39298926953097,1.0,107.61012972121509,104.44850054280766,1.0,111.57191063905336,97.03757896388367,1.0,116.70432852288054,92.33566985079749,1.0,143.03788662656603,72.8665969231792,1.0
12,85.4201898273853,136.31465873953871,1.0,85.0624198222621,132.6070735407822,1.0,108.56677467800249,105.00737458301603,1.0,112.90792409192103,99.12913173633108,1.0,117.99679635326122,95.86679620293188,1.0,142.60525570891406,72.71152460334326,1.0
13,91.58384427670835,143.12423073373583,1.0,90.71370549938612,138.48567804408847,1.0,105.02310238274492,106.8328973605526,1.0,110.73087250269492,100.89645965988318,1.0,116.63977134742241,97.29668110820391,1.0,142.53647582568604,74.39734591965112,1.0
14,89.93648987652412,139.52519494516997,1.0,88.92363704571773,135.84080043349826,1.0,104.9138654585858,105.39890382838705,1.0,110.01117261037753,101.21257212357511,1.0,115.46501513903573,98.60279052852356,1.0,137.6962014820248,73.2215416415074,1.0
15,82.31077245985081,139.14743227579476,1.0,84.91436946631853,135.81410325024507,1.0,105.63979794519018,106.3069145119818,1.0,109.73195107937246,102.88902471847847,1.0,114.80339804824725,100.54027851660207,1.0,136.52552615631004,74.99121891273857,1.0
16,83.11766996092136,141.46099065239522,1.0,86.00515258610693,138.53891308569143,1.0,104.83437475536537,107.80316988212684,1.0,108.80280388532829,103.88019849346088,1.0,113.55176115635832,101.02137315252739,1.0,136.07494035950282,76.41270933102192,1.0
17,83.25066716115094,140.15738471642203,1.0,85.31333968476416,137.9420408471642,1.0,104.98580923987552,107.5857681862568,1.0,108.73353279009336,103.39834261207164,1.0,113.09069713985312,100.57804823172827,1.0,136.03921550288138,76.6859725256744,1.0
18,85.5478815793664,141.28992348849584,1.0,86.91448568678133,137.1028594345347,1.0,104.2803481393374,106.47783098970206,1.0,107.8240153570061,101.84723384292434,1.0,112.2899139145075,99.12473123639815,1.0,136.65572385876663,77.01102181089993,1.0
19,82.77784989321995,138.97467281929238,1.0,83.6742292796553,135.36084366498585,1.0,102.12843993594942,104.26644595935157,1.0,106.83011353502184,99.80997723979911,1.0,111.73522651621032,97.32224347724389,1.0,137.11711832560323,76.81808182714028,1.0
20,83.70113813487215,137.34994197875892,1.0,84.5235647447584,134.71068319613477,0.9999999403953552,103.16762640339165,105.3593182805468,1.0,106.93183778677044,100.42496861601008,1.0,111.63296401505936,97.61539791733908,1.0,138.0394974322157,78.1058803677119,1.0
21,92.45112830572354,145.78264311261393,1.0,91.3904511456686,141.30458978367525,1.0,103.62053780929033,106.96689819841217,1.0,107.1101092444801,102.53122238316035,1.0,111.60956748883414,99.71093353128563,1.0,137.49359110210685,78.11038800277066,1.0
22,82.99138187323433,147.22149273197562,1.0,84.41456451369437,142.97404578716217,1.0,102.88317861255912,108.94588795402952,1.0,105.97454212424566,104.17695952732065,1.0,110.8923472143603,101.2119180122408,1.0,136.17715717434598,80.23907788852392,1.0
23,88.12772335643764,145.277771321041,1.0,88.20457324469228,140.54842488000392,1.0,102.19766326836024,108.11017369323703,1.0,104.09114058890192,102.1826036683281,1.0,108.39834858319308,98.36800600192711,1.0,136.91199550796563,79.43649504715842,1.0
24,84.42795216989674,141.8718493037741,1.0,85.37986515422763,138.06165668236824,1.0,101.15777929072742,106.97029351634394,1.0,103.72670113597223,101.50151786839241,1.0,108.0937195185921,98.36542020979385,1.0,136.26349347054392,80.73501970279813,1.0
25,77.76325574122423,139.23056197909807,1.0,79.47568437800446,135.83528586384725,1.0,101.56629378915187,107.28278674195178,1.0,103.65913385667346,102.19834045113865,1.0,107.93780521166556,98.62296123491235,1.0,136.2791547877663,80.90307895352376,1.0
26,77.48471601076999,141.8081852160421,1.0,80.5134318537643,139.10654712234103,1.0,100.26479599131022,107.54951567303787,1.0,102.25445443997775,102.22487170825117,1.0,106.7962217516278,98.81063442278035,1.0,135.21504296112502,83.83004521733508,1.0
27,82.27415332935033,145.34550091226052,1.0,84.21336445194197,141.61529643671685,1.0,98.94413552324171,108.53455385729714,0.9999999403953552,100.22070950207014,103.85608042286411,1.0,104.46233606161708,100.54184507202008,1.0,132.43124717836676,86.08945967424343,1.0
28,91.69967569211833,150.11648946692716,1.0,90.13354576825509,145.53867161518053,1.0,99.18169689682458,110.14453227071537,0.9999997615814209,100.08412829799774,104.40237791370093,1.0,104.18989423920232,101.17381699057839,1.0,131.17041707079417,85.95768155200889,1.0
29,94.64445884495295,147.95807782935867,1.0,92.77447907176622,144.60563444801676,1.0,99.34149893569608,110.28823390836507,0.9999998211860657,99.73751881372816,104.06794640473655,1.0,103.9012151766916,100.71979172630498,0.9999999403953552,132.08197333238724,86.77253446856925,1.0
30,90.70966046589275,147.0895569038282,1.0,90.07974435493054,143.48723003730552,1.0,99.18982533094564,111.45872185948697,0.9999998211860657,101.65842785596416,106.3725132389703,1.0,105.23289518883017,103.38269786068246,1.0,130.59978346297854,86.98513909645858,1.0
31,87.33465845206162,144.43248378755413,1.0,88.19745990357316,140.0578525155324,1.0,97.89492153289568,109.8180053014266,1.0,100.38845136666133,104.4314727871149,1.0,104.27551083959727,101.43386694371941,1.0,130.30605147770063,87.69349884970087,1.0
32,87.32933505555923,150.21087642736157,1.0,88.30616618595862,146.65910717415514,1.0,98.22769499966368,112.18430302263955,1.0,99.62290317036975,108.15796351994459,0.9999999403953552,103.58066360325016,105.75453811781229,1.0,126.3629557377911,88.9883637978255,1.0
33,90.22777145195862,148.27045141023942,1.0,91.15485236172833,144.78617678524566,1.0,101.86258256759719,112.24694864798937,1.0,104.45191270314504,110.09826551900505,1.0,107.79501434615324,106.99444587106026,0.9999998807907104,128.47299103925354,86.0834064164094,1.0
34,90.26084937044993,148.05430090728845,1.0,90.1536006010417,144.93696679861785,1.0,102.07500398500403,113.5285349504438,1.0,105.69316878682494,113.05627683803228,1.0,108.3314845502798,108.49018061637166,0.9999998807907104,127.86047712326763,87.53679109192849,1.0
35,90.32029054349232,147.77124225970937,1.0,90.08423846581813,143.36415399673317,1.0,102.11249977835087,110.53425390494773,1.0,104.7327475919428,114.93125015659407,1.0,107.66347623973796,111.90243614472871,0.9999998807907104,125.80162146185447,87.79671599344573,1.0
36,89.77304789578268,148.21055472862446,1.0,89.81067135608909,144.02142392955292,1.0,101.84060682388923,111.99544917039306,1.0,104.47326656075703,115.1779012710994,1.0,107.71805539383121,111.41594742434336,1.0,127.12496165011436,87.6891132216251,1.0
37,87.58642972659922,145.1702600723522,1.0,88.43273562403446,141.6065960966435,1.0,103.31210385031335,108.70177179334047,1.0,105.749114040639,116.04966269657163,1.0,108.38245698507528,113.0400509698311,1.0,127.07782871359369,87.37551729127314,1.0
38,85.51854913659888,148.2831018778873,1.0,86.50931591181816,144.89852936170155,1.0,102.54364278038616,110.02727772440404,1.0,105.56953118782295,116.01344905220975,1.0,108.38746234773875,112.78176941113932,0.9999998807907104,126.26932374159797,87.47569630369327,1.0
39,86.19474609547619,148.32660399144703,1.0,87.7688567732665,145.0319569787507,1.0,102.74434087224623,110.93808315470281,0.9999998807907104,107.15873257864489,115.75874094153752,1.0,109.56647576032178,112.46432924066409,1.0,125.82490414887053,86.33384273963703,1.0
40,89.53915894555203,148.98775769038795,1.0,88.9243391012238,144.33749440144692,1.0,102.68675657460014,110.62007188763734,0.9999998807907104,106.82441169834415,116.43141621795367,1.0,108.90912581529876,112.94946637031386,1.0,125.93978456634747,86.08424047327672,1.0
41,90.57258445939094,149.43609365737007,1.0,90.78523629060699,144.94119251171557,1.0,103.10793185811411,110.35564069174275,1.0,107.69892091677056,116.49522712751472,1.0,109.98735613459347,113.33170274127636,0.9999998807907104,124.97732823169932,85.39262645404096,1.0
42,89.79798520592136,148.2360006901239,1.0,89.86447310557936,144.1944106991341,1.0,103.36974424754544,110.3003727202125,1.0,106.77509368013527,115.66743881966167,1.0,109.14496496844056,112.78767587083,1.0,124.96055167447484,84.90352140183549,1.0
