scorer,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000
bodyparts,f1,f1,f1,f2,f2,f2,f3,f3,f3,m1,m1,m1,m2,m2,m2,m3,m3,m3
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1321,190.8114624,118.4319458,1,189.2129364,114.6031342,1,159.626358,84.24662781,1,167.1035919,113.5254288,1,163.8659515,110.5648727,1,145.296936,80.77092743,1
1322,191.0601349,120.2317581,1,189.8466187,116.0101089,1,159.626358,84.24662781,1,167.1035919,113.0747223,1,163.8659515,110.1649628,1,145.296936,80.58708191,1
1323,191.503418,120.7254944,1,189.8466187,116.0374908,1,159.626358,84.24662781,1,168.1008301,112.6806564,1,165.258316,109.9960938,1,145.2174683,80.58708191,1
1324,191.5331573,120.7254944,1,189.8466187,116.0374908,1,159.8299866,84.32865143,1,168.6818237,113.0747223,1,165.8204041,110.1649628,1,145.2174683,80.77092743,1
1325,191.7997437,120.7254944,1,190.125885,116.0374908,1,159.8299866,84.36837006,1,168.6818237,113.5254288,1,165.8204041,110.5648727,1,145.3234406,81.06994629,1
1326,192.0059052,119.2552338,1,190.6554413,115.7734451,1,159.7842255,85.16171265,1,168.6818237,113.6430206,1,165.8204041,111.087204,1,145.4194031,81.06994629,1
1327,196.4962311,111.580368,1,192.1459503,110.2132416,1,159.5086365,85.61204529,1,168.1030579,113.7191467,1,164.5246124,111.087204,1,145.8234558,81.06994629,1
1328,196.8549805,108.4324722,1,192.1459503,108.3633041,1,159.0905762,85.61204529,1,165.996521,114.3294449,1,161.591507,111.087204,1,145.9954834,79.94535828,1
1329,196.8549805,107.9817657,1,192.1459503,107.4179916,1,159.0905762,85.61204529,1,165.996521,114.3294449,1,161.591507,111.087204,1,146.2368927,79.94535828,1
1330,196.8549805,106.8431015,1,192.1459503,106.5767212,1,159.0905762,85.2299881,1,165.996521,114.7106018,1,161.591507,111.087204,1,146.2368927,79.94535828,1
1331,197.1434784,106.8431015,1,192.1459503,106.5767212,1,159.8779602,85.03075409,1,167.0485687,114.7106018,1,163.1727905,112.5463333,1,146.2368927,81.4838562,1
1332,197.296402,106.8431015,1,192.8724213,105.9446487,1,159.9191132,85.03075409,1,168.2520599,114.7106018,1,163.8731842,112.5463333,1,144.7680511,81.4838562,1
1333,198.090271,107.8046036,1,193.2798004,106.5767212,1,159.9191132,85.03075409,1,168.2520599,113.7811661,1,163.8731842,112.5463333,1,144.6049652,81.4838562,1
1334,198.090271,108.1210327,1,194.3275604,106.9295273,1,159.9191132,84.70701599,1,168.2520599,111.4089737,1,163.9275513,110.8109589,1,144.6049652,80.41010284,1
1335,197.9494019,110.4061127,1,194.3275604,107.6141434,1,159.9191132,84.52449036,1,167.8991852,110.385437,1,163.8731842,109.28479,1,144.0886688,79.86689758,1
1336,197.9494019,110.4061127,1,194.3275604,107.6141434,1,159.9191132,84.22756958,1,167.6521454,109.1640854,1,163.5153351,108.2949448,1,144.0886688,79.18913269,1
1337,196.3577423,110.8258514,1,194.2828522,107.7460098,1,160.2426453,84.22756958,1,167.126297,108.0375977,1,163.5153351,107.4512253,1,144.6049652,78.91308594,1
1338,195.5484009,116.3870926,1,194.2828522,112.6637268,1,160.5282135,84.22756958,1,167.0137634,108.0375977,1,163.7661743,107.4512253,1,144.8522339,77.77044678,1
1339,195.5484009,118.0130081,1,194.2828522,114.0634155,1,160.5282135,84.33081055,1,167.0137634,108.0375977,1,163.7661743,107.4512253,1,144.481842,77.77044678,1
1340,195.5484009,119.7667084,1,194.762085,115.141571,1,161.79422,87.92609406,1,167.0137634,108.1980667,1,163.9374542,108.2282104,1,144.481842,77.77044678,1
1341,197.3635101,119.8243408,1,195.4463654,115.141571,1,162.1934357,87.92609406,1,167.0258331,109.2115326,1,163.9374542,109.1136703,1,144.481842,79.93212128,1
1342,197.5409851,119.9808121,1,195.4674072,115.4018478,1,162.4316711,87.92609406,1,167.2215118,109.2446136,1,163.9374542,109.2821579,1,143.758255,82.15693665,1
1343,197.5409851,120.4498749,1,195.4674072,115.4018478,1,162.5205078,87.41269684,1,167.2215118,109.2446136,1,163.8814545,109.2821579,1,143.6583557,82.15693665,1
1344,197.3635101,120.8294983,1,195.5988159,116.2694397,1,162.6162262,87.29256439,1,167.0258331,109.2446136,1,163.7398224,109.1136703,1,143.3304138,82.15693665,1
1345,197.3635101,121.0652695,1,195.7020721,116.434639,1,162.6162262,87.29256439,1,167.0258331,108.4846649,1,163.7398224,108.223877,1,143.3304138,81.83127594,1
1346,197.5409851,121.1388168,1,195.7447357,116.7027359,1,162.8492737,87.29256439,1,167.2215118,108.2019958,1,163.8814545,108.0734863,1,143.3304138,81.69403076,1
1347,197.371109,121.1388168,1,195.7447357,116.7027359,1,163.8357544,88.12848663,1,167.3552094,107.5997238,1,164.4163666,107.6282654,1,143.5891418,81.62783051,1
1348,197.371109,121.1388168,1,195.7447357,116.7027359,1,163.8357544,88.23105621,1,167.3552094,107.1459656,1,164.4163666,107.1314697,1,143.5891418,81.61274719,1
1349,197.371109,121.1341858,1,195.7038269,116.6295776,1,163.8357544,88.24604034,1,167.3552094,106.9831009,1,164.4908142,107.0427551,1,143.5891418,81.58243561,1
1350,197.1817932,120.8371506,1,195.1723328,116.4880676,1,163.6413269,88.26832581,1,167.0009766,106.9128799,1,164.4908142,106.8402405,1,143.451828,81.37368011,1
1351,197.1817932,120.7007065,1,195.1723328,116.352417,1,163.6413269,88.68943787,1,166.5064392,105.9507599,1,164.3759918,105.7856827,1,143.4441528,81.33964539,1
1352,197.1817932,120.4551544,1,194.7238159,116.1657104,1,163.3053894,89.01901245,1,166.3534698,105.9507599,1,164.3752899,105.7856827,1,143.4202881,81.23728943,1
1353,197.421463,120.2763596,1,194.7895508,116.1657104,1,163.1996002,89.31424713,1,166.114975,105.9507599,1,164.3696899,105.7856827,1,143.4045563,81.21939087,1
1354,197.7586365,120.2763596,1,195.1723328,116.1657104,1,163.3053894,89.39206696,1,165.7077942,104.97892,1,163.0781403,105.1049347,1,143.0683746,81.15276337,1
1355,198.6177826,120.2763596,1,195.1902161,116.5803146,1,163.6955414,89.9669342,1,165.4517365,104.1493073,1,163.0781403,105.0793991,1,143.0683746,81.15276337,1
1356,199.9453583,122.6727371,1,197.3628693,117.8740997,1,163.8059387,91.31349182,1,165.4517365,104.1493073,1,163.0781403,105.0793991,1,143.0683746,81.13720703,1
1357,201.7746887,122.6727371,1,199.5544281,117.8740997,1,165.9889984,91.31349182,1,165.4517365,103.5296631,1,163.5345306,104.5737915,1,143.1598053,81.05928802,1
1358,201.7746887,122.6727371,1,199.5544281,117.8740997,1,166.0007477,91.31349182,1,165.8484192,103.5296631,1,163.5345306,104.5737915,1,143.3798676,81.13720703,1
1359,201.7746887,121.8218765,1,199.5544281,117.6833267,1,166.2816467,90.74554443,1,165.9398804,103.5296631,1,164.2183533,104.5737915,1,143.6607056,81.24925232,1
1360,200.9433594,121.7310791,1,198.5752716,117.6727905,1,166.2916718,90.40312195,1,166.7457886,107.1468658,1,164.629837,108.2780457,1,143.7946167,82.67089081,1
1361,200.0354004,121.7092209,1,197.5333252,117.2790375,1,166.2816467,89.03511047,1,168.333374,110.9340439,1,164.7261047,110.8541107,1,143.9380341,83.06752014,1
1362,199.6976013,121.4090118,1,197.0360107,117.2790375,1,166.0007477,89.03511047,1,168.4395294,110.9340439,1,164.9879913,110.8541107,1,143.9380341,83.06752014,1
1363,199.2687073,120.4489822,1,196.4136658,117.2790375,1,165.5342712,88.96017456,1,168.4395294,110.9340439,1,164.9879913,110.8541107,1,143.9380341,83.06752014,1
1364,198.9857483,120.2308655,1,196.1538239,117.080246,1,165.427124,89.03511047,1,168.333374,110.5620041,1,164.7261047,110.4426346,1,143.8963013,82.53762817,1
1365,198.8733063,119.5885544,1,195.7061157,116.6299362,1,164.8840637,89.16754913,1,166.8477631,110.5477905,1,163.5214691,110.3437729,1,143.5042572,82.34936523,1
1366,197.8435364,118.9388885,1,194.1780243,116.1621399,1,164.4092407,89.16754913,1,165.2724762,110.4373474,1,162.0426483,109.5953598,1,143.5042572,81.94429779,1
1367,196.1738586,116.8526154,1,194.1780243,114.1033096,1,164.1485596,89.06467438,1,165.2724762,110.4373474,1,162.0426483,109.5953598,1,143.5042572,81.94429779,1
1368,195.9928741,116.3486176,1,194.1780243,112.1816788,1,164.1485596,89.06467438,1,165.2724762,110.4373474,1,162.0426483,109.5953598,1,143.8261719,81.87223816,1
1369,195.6090088,116.2332306,1,193.8020782,112.0418549,1,164.0375366,88.60938263,1,166.1682129,110.4373474,1,163.1668701,109.5953598,1,144.0146942,81.64580536,1
1370,195.6090088,116.2008057,1,193.8020782,111.843399,1,164.0375366,87.77224731,1,166.6413727,110.4373474,1,164.0838013,109.5953598,1,144.0146942,81.64580536,1
1371,194.9641113,115.8309174,1,193.8020782,111.62146,1,163.8271179,86.57710266,1,168.0593414,110.4082336,1,165.0823517,108.4386139,1,144.2604218,81.04549408,1
1372,194.3809052,114.531601,1,192.7641144,110.1773682,1,163.7460022,86.16912079,1,168.1451416,110.1598587,1,165.0866089,108.3400955,1,144.2604218,80.775383,1
1373,193.4597778,113.7641449,1,192.2958984,108.5059357,1,163.5709076,85.894104,1,168.2391357,110.1598587,1,165.2234192,108.3400955,1,144.2604218,80.6543808,1
1374,192.9110413,113.6365585,1,191.6538086,108.2563095,1,163.5709076,85.8361969,1,168.5418091,110.4082336,1,165.4936981,108.4386139,1,144.3034058,80.6543808,1
1375,192.9110413,113.6365585,1,191.6538086,108.2563095,1,163.7460022,85.63807678,1,168.6855774,110.7656097,1,165.5407104,108.9115143,1,144.316803,80.6543808,1
1376,192.9110413,113.6365585,1,191.6538086,108.2563095,1,163.9992523,85.63807678,1,169.7258453,113.2550964,1,166.5860138,111.0055618,1,145.7481689,81.45497894,1
1377,193.7594147,115.6298141,1,191.7674866,110.1980286,1,164.1692505,85.63807678,1,170.6405487,113.8494873,1,167.1033783,111.934166,1,145.8014374,81.84715271,1
1378,193.8025513,116.6640015,1,191.7891846,111.2144165,1,164.1692505,85.68965149,1,170.6405487,113.9794388,1,167.1033783,112.1744919,1,145.8014374,82.16275787,1
1379,194.441452,116.6640015,1,192.4914856,112.0797119,1,164.1157379,85.73041534,1,170.6405487,114.069046,1,167.1033783,112.3946686,1,145.8014374,82.16275787,1
1380,194.5335693,117.1891327,1,192.9331207,112.1655884,1,163.9992523,86.07525635,1,167.9098053,114.1884155,1,164.0718994,112.9112015,1,145.3755035,81.95192719,1
1381,196.1132355,117.2113953,1,193.6114349,112.2559662,1,163.9643402,86.37301636,1,167.8262329,114.2333221,1,164.0718994,112.9112015,1,145.3735809,81.95192719,1
1382,196.9087067,118.0744171,1,194.0882721,114.5288162,1,163.6555939,86.75205994,1,167.6369171,114.2893524,1,163.7595825,112.9112015,1,144.7078857,81.7902832,1
1383,196.9087067,120.5971451,1,194.0882721,116.7273331,1,163.3144989,86.75205994,1,167.6369171,114.2333221,1,163.7595825,112.7050552,1,144.7003479,81.77005005,1
1384,196.1132355,120.5971451,1,193.6114349,116.7273331,1,163.2850647,86.75205994,1,167.6369171,114.2333221,1,163.7595825,112.6663055,1,144.667038,81.67128754,1
1385,195.1361847,120.5971451,1,193.4555664,116.7273331,1,163.2147522,86.27912903,1,167.2445526,114.0695953,1,163.6988525,112.4147034,1,144.661499,81.53705597,1
1386,193.5800323,117.8318634,1,192.5502319,112.3068466,1,163.2147522,86.15377808,1,167.2134399,114.0695953,1,163.6577301,112.4147034,1,144.667038,81.53705597,1
1387,193.4238129,117.5765991,1,191.8794708,111.829361,1,163.0291595,86.14861298,1,167.2134399,113.833847,1,163.6577301,112.4051208,1,144.667038,81.63908386,1
1388,193.4238129,116.7731171,1,191.8794708,110.7518539,1,163.0291595,85.80275726,1,167.2445526,113.6761398,1,163.6988525,112.2717133,1,144.6915588,81.63908386,1
1389,193.4238129,115.7986145,1,192.5502319,110.6299057,1,163.0291595,85.59201813,1,169.2813873,113.0678558,1,165.3153229,112.0643082,1,144.9673615,81.64299011,1
1390,194.3763275,115.7986145,1,192.887558,110.6299057,1,163.2160187,85.23368073,1,170.3257904,113.0678558,1,166.3456421,112.0643082,1,145.0403748,81.84336853,1
1391,194.718277,115.7986145,1,193.1333923,110.6299057,1,163.3756714,85.23368073,1,170.9908295,113.0678558,1,167.021347,112.0643082,1,145.2055817,82.137146,1
1392,195.194046,116.1940002,1,193.3619995,111.5617599,1,163.3756714,85.23368073,1,170.9908295,112.9484711,1,167.021347,111.9211502,1,145.2055817,82.58592224,1
1393,195.194046,116.3875351,1,193.3619995,112.5028229,1,163.2407227,85.36371613,1,170.9908295,112.9484711,1,167.021347,111.9211502,1,145.2055817,83.0343399,1
1394,195.194046,116.4973526,1,193.3619995,113.0925446,1,163.2407227,86.01260376,1,169.9582672,112.9484711,1,166.0013885,111.9211502,1,144.7224579,83.14116669,1
1395,193.7036591,118.2880707,1,192.6521606,114.5937576,1,163.2407227,86.14219666,1,169.3144531,111.2297211,1,166.0013885,110.9766464,1,144.7224579,83.61956787,1
1396,193.7036591,118.2880707,1,192.6521606,114.5937576,1,163.2407227,86.50650024,1,169.3144531,110.6695251,1,166.0013885,110.2431335,1,144.5875397,83.41482544,1
1397,193.7036591,118.4261398,1,192.6521606,114.5937576,1,163.5327759,86.50650024,1,169.3144531,110.6695251,1,166.0251617,110.2431335,1,144.6035156,83.41482544,1
1398,194.9255524,118.4261398,1,193.9879913,113.7460022,1,163.5327759,86.53658295,1,169.3144531,110.4293823,1,166.0251617,110.0292816,1,144.6035156,83.41482544,1
1399,195.48172,118.1318893,1,194.3592682,113.6591949,1,163.5327759,86.55847931,1,169.3144531,110.4293823,1,166.0251617,110.0200348,1,144.5875397,82.4445343,1
1400,195.4898987,117.3215256,1,194.3592682,113.0540466,1,162.5879364,86.53658295,1,168.110672,109.5985641,1,164.5376434,109.8000488,1,144.1583557,82.35043335,1
1401,195.4898987,116.8676453,1,194.3592682,112.0434647,1,162.5300903,86.44190979,1,167.7417908,108.0217133,1,164.487442,108.1896515,1,143.83461,82.24032593,1
1402,195.48172,116.3962402,1,194.2646179,111.9780731,1,162.5300903,86.45670319,1,166.8934937,107.5515594,1,163.6593628,108.0969925,1,143.7004395,82.24032593,1
1403,193.6392212,115.5551682,1,192.040802,111.2883453,1,162.5879364,86.44190979,1,166.3387756,106.6217422,1,163.1962128,107.2856369,1,143.5712891,82.35043335,1
1404,193.4007263,115.5551682,1,192.040802,111.2883453,1,162.7563477,86.33829498,1,166.3387756,105.7230072,1,163.1962128,105.9684448,1,143.4782562,82.35043335,1
1405,192.351532,115.5551682,1,191.2387085,111.2883453,1,162.7563477,86.40572357,1,166.0945587,105.6870804,1,163.1134033,105.8119125,1,143.3849182,82.4488678,1
1406,192.351532,116.3043671,1,191.2387085,111.7370758,1,162.7563477,86.40572357,1,166.0945587,105.6578827,1,163.1134033,105.8119125,1,143.3849182,82.4488678,1
1407,193.2565765,116.5783005,1,192.1761169,111.9741364,1,162.7414703,86.40572357,1,166.0945587,105.6870804,1,163.1134033,105.9684448,1,143.0936432,82.3283844,1
1408,193.2565765,117.4529114,1,192.1761169,111.9741364,1,162.5318451,86.74389648,1,164.6200714,105.7230072,1,161.7938843,106.6958313,1,143.0936432,82.3283844,1
1409,192.9469299,116.5783005,1,191.2131348,111.7370758,1,162.5318451,86.74389648,1,164.6200714,107.1035004,1,161.5646515,108.1977844,1,143.0936432,82.10055542,1
1410,192.9469299,116.5783005,1,191.2131348,111.7304764,1,162.7414703,86.74389648,1,164.6200714,114.7058258,1,161.5646515,111.8380203,1,144.4426422,82.08377838,1
1411,192.9469299,116.5138931,1,191.2131348,111.5872421,1,163.1213989,86.38227844,1,164.8442841,114.7058258,1,161.7938843,111.8380203,1,144.4426422,82.00778961,1
1412,192.9469299,116.2051163,1,191.2131348,111.5872421,1,163.1213989,85.92144012,1,165.2055054,114.7058258,1,161.8641968,111.8380203,1,144.4426422,81.69719696,1
1413,193.2284088,116.2051163,1,191.6236725,111.5872421,1,163.1213989,85.61459351,1,165.8221741,112.3408585,1,163.2994843,110.2842026,1,144.3135376,81.1468277,1
1414,193.2284088,116.5138931,1,191.6236725,112.4688797,1,162.5536346,85.54177856,1,166.3360901,109.9662323,1,163.8911133,107.6479187,1,143.9145813,81.08055115,1
1415,193.2284088,117.8063354,1,191.6236725,113.8885574,1,162.3272095,85.08641052,1,166.3360901,109.7569504,1,164.1950073,107.244133,1,143.8155212,80.70529938,1
1416,188.8614807,121.5234604,1,187.9232178,116.6368561,1,162.3272095,85.08641052,1,166.3360901,109.7569504,1,164.1950073,107.244133,1,143.7810516,80.68188477,1
1417,188.8614807,122.1494675,1,187.9232178,117.2346115,1,162.5536346,85.08641052,1,166.3360901,109.9662323,1,164.1950073,107.244133,1,143.7810516,80.68188477,1
1418,188.8614807,123.335144,1,187.9232178,117.5549164,1,162.9002686,85.11682892,1,166.3360901,109.9662323,1,163.7891235,107.4391403,1,143.9145813,80.68188477,1
1419,194.9019623,123.335144,1,194.7617493,117.5549164,1,163.360321,86.05142212,1,166.3751068,110.0076294,1,163.5369568,107.9183197,1,144.187851,80.61437988,1
1420,195.9588318,123.335144,1,194.7617493,117.5549164,1,163.360321,86.05142212,1,166.3751068,110.1002731,1,163.486496,108.3224411,1,144.187851,80.61437988,1
1421,195.9588318,122.4889984,1,194.7617493,116.7274857,1,163.360321,86.05142212,1,166.6126251,110.1002731,1,163.5369568,108.9073486,1,144.187851,80.82989502,1
1422,195.9588318,119.0214005,1,193.5094757,114.9652863,1,163.2039032,85.80053711,1,166.7997742,111.6338348,1,163.5369568,110.671814,1,144.187851,81.11013794,1
1423,191.6858673,118.471199,1,189.15448,114.5138702,1,163.1095734,85.36672974,1,166.9513855,112.556076,1,163.8201141,111.5803757,1,144.187851,81.71491241,1
1424,191.6858673,117.9206238,1,189.15448,114.0954971,1,162.9235229,85.36672974,1,167.8304596,112.556076,1,164.6587982,111.5803757,1,144.5044098,81.75482941,1
1425,191.6858673,118.0416412,1,189.15448,114.5138702,1,163.1095734,85.34883118,1,167.8365936,112.556076,1,164.8070374,111.5803757,1,144.6540985,81.95069122,1
1426,195.3401642,118.0416412,1,192.2473145,114.0954971,1,163.2039032,85.19721222,1,168.7634277,112.556076,1,165.1884003,111.7723694,1,144.7333984,81.95069122,1
1427,195.4803314,118.0416412,1,193.8594818,113.4511185,1,163.4945831,85.26327515,1,168.7634277,112.556076,1,165.1884003,111.7723694,1,145.1668701,82.00170898,1
1428,195.7101288,118.0416412,1,194.1229401,113.330719,1,164.1067657,85.26327515,1,169.1868591,114.2492828,1,165.4427032,112.6424408,1,145.3469543,82.42259216,1
1429,196.76474,118.0416412,1,194.3524017,113.330719,1,164.1067657,85.25706482,1,170.1436462,114.4232025,1,166.0431671,113.5727921,1,145.3469543,82.44644928,1
1430,197.2824707,117.1758423,1,195.3578339,112.8211517,1,164.1067657,85.25706482,1,170.1436462,114.4232025,1,166.0431671,113.5727921,1,145.3469543,82.95651245,1
1431,197.673111,115.9137802,1,195.3578339,112.3995667,1,163.9552612,85.26327515,1,170.6664276,114.4232025,1,166.6783905,113.5727921,1,145.2498169,82.99573517,1
1432,197.673111,115.9137802,1,195.3578339,112.3995667,1,163.8710632,85.77789307,1,170.6664276,113.2643967,1,166.7855225,112.2313995,1,145.0942383,83.52426147,1
1433,197.673111,115.9137802,1,194.9329681,112.3995667,1,163.3601837,85.77789307,1,170.4423828,113.2643967,1,166.8980255,112.2313995,1,144.9860229,83.52679443,1
1434,191.3930511,117.1717148,1,189.0702515,112.4310608,1,163.2906342,85.77789307,1,170.7133179,113.2643967,1,166.9289246,112.2313995,1,144.7367554,83.52679443,1
1435,191.3930511,120.5054932,1,189.0702515,114.6646194,1,163.2906342,85.77789307,1,170.4423828,115.1236572,1,166.9289246,112.8901978,1,144.6455688,83.52426147,1
1436,191.3930511,120.5054932,1,189.0702515,115.7164688,1,163.2906342,85.77789307,1,170.3836365,115.41819,1,166.7855225,113.1297989,1,144.6455688,83.35775757,1
1437,196.2266083,120.5054932,1,193.9782562,115.7164688,1,163.8529816,86.20691681,1,170.3836365,116.4674683,1,166.9289246,114.2391434,1,144.7367554,83.35775757,1
1438,202.9038544,118.9901962,1,199.0542908,115.7164688,1,164.0631256,87.82100677,1,171.0548553,116.4674683,1,167.6549683,114.2391434,1,145.2438965,83.35775757,1
1439,203.6071167,117.3215714,1,199.8208466,114.6005249,1,165.3557129,87.87532043,1,172.5238037,116.4674683,1,168.5691223,114.2391434,1,145.2438965,83.35775757,1
1440,205.8465271,114.7746811,1,202.0464935,113.4732895,1,165.3557129,88.13019562,1,172.9305267,115.3020325,1,168.9581299,113.0877762,1,145.2438965,83.35775757,1
1441,205.8465271,114.7746811,1,202.2011719,113.4732895,1,165.3557129,88.13019562,1,172.9305267,114.783638,1,168.9581299,111.653595,1,144.3790741,82.69973755,1
1442,205.8465271,114.7746811,1,202.2011719,113.4732895,1,164.457901,89.198349,1,172.6226654,114.3821487,1,168.6634369,111.4467392,1,144.0435028,82.29063416,1
1443,205.6776123,115.9309769,1,202.0464935,114.4305878,1,164.457901,90.97465515,1,172.5238037,112.1885452,1,168.5691223,110.3956223,1,143.6062622,82.19016266,1
1444,205.1586914,117.4333115,1,201.7403412,115.0696259,1,164.457901,93.18632507,1,170.6706085,111.1495056,1,166.7150421,109.5198212,1,143.6062622,82.18774414,1
1445,204.8358002,117.4333115,1,201.6982117,115.0696259,1,164.457901,95.95064545,1,168.1532593,109.5883789,1,165.7429199,109.5198212,1,143.6062622,82.06939697,1
1446,204.7807007,117.4333115,1,201.5750275,115.0696259,1,164.457901,97.75371552,1,166.7995148,109.5873566,1,164.9430847,109.5198212,1,143.7475433,82.18774414,1
1447,204.7807007,116.6917114,1,201.399704,114.6618958,1,164.6506348,99.65882874,1,166.7723846,109.5873566,1,164.5519104,110.3055954,1,143.8706818,82.18774414,1
1448,204.8358002,116.6917114,1,201.399704,114.0125732,1,164.1719666,99.65882874,1,166.7723846,109.5883789,1,164.5519104,110.559166,1,143.8706818,82.18774414,1
1449,204.8358002,116.6917114,1,201.399704,114.0125732,1,164.1447144,99.65882874,1,166.7723846,110.2198029,1,164.5519104,111.9211807,1,144.1875153,82.21894836,1
1450,204.7760468,117.0406952,1,201.5390778,113.9726639,1,164.1447144,98.82489014,1,168.8100128,112.0935974,1,165.4284973,111.9211807,1,144.3219757,82.23117828,1
1451,204.7760468,117.1282196,1,201.5390778,113.9726639,1,164.5822754,96.71076965,1,168.9331055,112.3379135,1,165.6220703,111.9211807,1,144.7358856,82.39520264,1
1452,204.7760468,117.1282196,1,201.928894,113.9726639,1,164.5822754,87.64824677,1,168.9331055,112.3379135,1,165.6220703,111.6629715,1,144.7358856,82.45617676,1
1453,204.7760468,117.1282196,1,201.928894,113.9726639,1,166.8078766,86.94303131,1,169.1983185,112.3379135,1,165.6220703,111.0665741,1,144.7358856,82.99749756,1
1454,205.6179199,116.693306,1,201.928894,113.4031906,1,167.1432037,86.11599731,1,169.5328369,111.3414078,1,166.0120239,110.5201187,1,143.3557587,82.99749756,1
1455,205.6179199,116.693306,1,201.9465637,113.4031906,1,168.1838531,85.90934753,1,169.1983185,109.6653442,1,165.6648712,108.7389755,1,142.748703,82.99749756,1
1456,205.6179199,116.693306,1,201.9465637,113.4031906,1,168.1838531,84.49942017,1,168.8710022,108.7266083,1,165.5880585,107.8378601,1,142.572464,82.81234741,1
1457,205.9613647,117.4026031,1,202.2323608,113.4031906,1,168.1838531,84.49942017,1,168.8710022,108.1656647,1,165.5880585,107.8378601,1,142.4821014,82.43509674,1
1458,205.9613647,117.5447006,1,201.9465637,113.462471,1,167.8373108,84.49942017,1,167.5983124,107.8205719,1,164.3844604,106.9995117,1,142.4719696,82.28051758,1
1459,205.8351898,118.1180191,1,201.9221344,113.7645645,1,167.753479,86.22021484,1,165.9362946,107.5593872,1,162.9095764,106.9641571,1,142.3946686,82.16261292,1
1460,205.8351898,117.5447006,1,201.8911438,113.462471,1,167.753479,86.22021484,1,165.9362946,105.8179321,1,162.9095764,106.2623749,1,142.1941986,82.16261292,1
1461,205.9194183,117.518364,1,201.9014435,113.462471,1,167.753479,86.22021484,1,165.9362946,105.8179321,1,162.9095764,106.2623749,1,142.1941986,82.07848358,1
1462,205.8351898,117.518364,1,201.8911438,113.5811539,1,168.2153473,84.56639099,1,165.9362946,105.8179321,1,162.9095764,106.2623749,1,142.1941986,82.07848358,1
1463,205.0101166,116.5459366,1,201.0337524,113.6923904,1,168.5639648,84.01243591,1,167.0166473,108.5084457,1,164.0209045,107.035347,1,142.2721405,82.15161133,1
1464,205.0101166,116.320137,1,201.0337524,113.6923904,1,169.851593,83.60606384,1,167.0166473,109.9745483,1,164.0209045,107.0890427,1,142.5631714,82.15161133,1
1465,205.2970123,116.320137,1,201.1528168,113.7124557,1,170.3057709,83.60606384,1,166.660614,110.8285065,1,163.6827545,107.641243,1,143.0830841,81.91761017,1
1466,205.2970123,116.320137,1,201.1528168,113.8122101,1,170.3057709,83.60606384,1,166.660614,110.8285065,1,163.6827545,107.641243,1,143.0830841,81.91761017,1
1467,205.883194,116.4009628,1,201.7221069,113.8739548,1,170.3057709,83.9910965,1,167.0166473,109.9745483,1,164.0209045,107.035347,1,142.7090607,81.83761597,1
1468,206.226593,116.4009628,1,202.2589111,113.8739548,1,169.4942322,84.73670197,1,169.3403778,108.4080887,1,166.3609161,106.0776291,1,142.7090607,81.62878418,1
1469,206.4663544,116.4009628,1,202.5497742,113.8122101,1,168.5530243,84.75006104,1,169.3403778,108.0622253,1,166.3609161,105.7723694,1,142.7090607,81.57944489,1
1470,206.6897736,116.8310699,1,202.7633362,113.8122101,1,166.8045349,87.01696777,1,169.3403778,107.7006531,1,166.3609161,105.7552032,1,142.7090607,81.50302124,1
1471,206.6897736,116.8310699,1,203.0087433,113.5458221,1,165.6510162,88.62775421,1,168.8264313,107.1743774,1,165.8695374,105.7552032,1,142.6572723,81.50302124,1
1472,206.6897736,116.9103088,1,203.0087433,113.4986725,1,165.2310333,89.9187088,1,167.2432098,105.7473221,1,165.1515656,105.7552032,1,142.8242188,81.50302124,1
1473,206.4114838,116.9103088,1,203.0087433,113.4130859,1,165.1945038,90.38476563,1,166.7717438,105.7473221,1,164.6126404,105.7552032,1,142.8522339,81.50302124,1
1474,205.6250916,116.9656525,1,202.4837646,113.2617569,1,163.8420563,97.86340332,1,164.873764,105.7473221,1,163.1842499,106.8059616,1,143.3301544,81.41823578,1
1475,205.6250916,117.0683289,1,202.1767883,113.2617569,1,163.427063,100.4970703,1,164.6788788,105.9373779,1,161.8278198,107.0994415,1,143.7365112,81.24742126,1
