scorer,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000,DLC_resnet50_CforStickAs1Aug3shuffle1_500000
bodyparts,f1,f1,f1,f2,f2,f2,f3,f3,f3,m1,m1,m1,m2,m2,m2,m3,m3,m3
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
89,152.6373138,105.8160782,1,148.4904938,100.0569992,1,112.7880936,80.1157074,1,103.7312927,79.63219452,1,96.11177063,78.80536652,1,67.26939392,60.94647217,1
90,152.6373138,105.6005249,1,148.4904938,100.0569992,1,112.7880936,79.89098358,1,103.9268494,79.53774261,1,96.43136597,78.72745514,1,67.193367,60.88793945,1
91,152.6016693,105.6005249,1,148.3411713,100.1787186,1,112.8286743,79.89098358,1,103.9268494,78.93609619,1,96.43136597,78.0280304,1,67.10578918,60.88777924,1
92,152.3762512,105.6005249,1,148.299057,100.3826981,1,112.8286743,79.63180542,1,103.9268494,77.86107635,1,96.33721161,76.16767883,1,66.807724,60.63360214,1
93,152.0186005,105.7435455,1,147.9445038,100.5916443,1,112.911705,79.21334839,1,103.9378204,76.97880554,1,96.43136597,75.05686188,1,66.41190338,60.6205864,1
94,151.670578,106.3437958,1,147.2899628,101.6340179,1,112.9292908,79.21334839,1,104.0004349,76.97880554,1,96.97012329,75.05686188,1,66.19649506,60.08623886,1
95,151.0373993,106.7511444,1,146.5884705,102.5113907,1,113.1949158,79.21334839,1,104.0004349,76.97880554,1,96.97012329,75.05686188,1,65.83454895,59.94346237,1
96,150.7583771,107.720787,1,145.7301483,103.0579529,1,112.9292908,80.67887878,1,103.9378204,78.70670319,1,96.70085907,76.504776,1,65.83454895,59.94346237,1
97,149.2586212,108.1614685,1,144.5835876,103.0800934,1,112.911705,80.85871887,1,103.9298248,78.86676788,1,96.70085907,76.73607635,1,65.88612366,59.82847595,1
98,147.8885803,108.1614685,1,143.817688,103.0800934,1,111.8879242,80.93200684,1,103.5114975,78.99416351,1,96.5617218,77.40526581,1,65.88999939,59.82847595,1
99,147.8885803,108.1614685,1,143.817688,103.0800934,1,109.1687393,81.19446564,1,101.4654999,79.58000183,1,95.50196075,78.45326233,1,65.88999939,59.82847595,1
100,147.8885803,105.9448776,1,143.817688,101.6085815,1,107.3836746,86.24247742,1,100.0488663,83.51511383,1,95.40578461,80.73010254,1,66.46152496,59.90174866,1
101,147.5458832,104.8982849,1,143.817688,100.7294235,1,106.7834854,86.24247742,1,93.85527802,89.38198853,1,90.50478363,87.44734955,1,67.20928955,59.82847595,1
102,148.388916,104.1084213,1,144.1836243,100.7294235,1,106.7834854,86.24247742,1,93.85527802,89.38198853,1,90.50478363,87.44734955,1,67.20928955,59.83626175,1
103,148.388916,103.7512894,1,144.1836243,100.7294235,1,106.7834854,85.89769745,1,93.85527802,89.38198853,1,90.50478363,87.44734955,1,68.30519104,59.90174866,1
104,147.7585449,103.4606628,1,143.2684784,101.6613312,1,108.4161072,85.64431763,1,97.4916153,86.867836,1,92.62217712,85.14582062,1,69.05135345,60.18970871,1
105,147.7585449,103.4600372,1,142.8296509,101.6613312,1,108.4197159,85.64431763,1,99.43682098,86.79062653,1,93.86307526,85.13145447,1,69.05135345,59.83626175,1
106,148.3549957,103.4600372,1,143.2684784,101.6613312,1,108.8635483,85.89769745,1,99.43822479,86.79062653,1,93.86711884,85.13145447,1,69.11637115,60.18970871,1
107,148.3549957,102.1535187,1,143.2684784,100.4186935,1,108.8635483,88.18236542,1,100.5579681,86.867836,1,95.00094604,85.14582062,1,69.42569733,60.53173447,1
108,150.1287994,102.1535187,1,146.0040283,100.4186935,1,110.1438751,89.05709839,1,101.41819,87.55336761,1,96.84016418,85.32028961,1,69.42569733,60.88054657,1
109,150.1287994,102.1535187,1,146.0040283,100.4186935,1,110.560379,89.05709839,1,102.2612991,87.55336761,1,96.84016418,85.32028961,1,69.55643463,61.60791016,1
110,150.1287994,107.8601532,1,146.0040283,103.3421173,1,110.9195251,89.05709839,1,102.3321152,87.55336761,1,96.84016418,85.32028961,1,69.55643463,61.60791016,1
111,150.1287994,107.8601532,1,146.0468445,103.3421173,1,110.9366226,88.38839722,1,102.5348053,87.26097107,1,96.286026,84.9354248,1,69.22373199,61.60791016,1
112,149.0449829,107.8601532,1,144.9558868,103.3793716,1,110.9366226,88.21247864,1,102.5348053,86.91092682,1,96.12950134,84.51931763,1,68.86229706,61.34137344,1
113,148.9429169,108.0466995,1,144.6860657,103.6584091,1,110.9195251,88.1204071,1,102.5348053,86.5266037,1,96.08309174,83.80326843,1,68.50228119,61.22880936,1
114,149.0449829,108.0914917,1,144.6860657,104.0898285,1,110.9594803,87.28405762,1,101.8207626,85.69445801,1,96.08309174,83.72492981,1,68.50228119,61.01647186,1
115,150.2478638,107.3248672,1,146.2336731,103.6584091,1,110.9594803,87.28405762,1,101.8207626,86.5266037,1,96.08309174,83.72492981,1,68.50228119,60.84152603,1
116,151.0313721,107.3248672,1,146.473938,103.6584091,1,110.9594803,87.28405762,1,101.8207626,85.32416534,1,96.34093475,83.57701111,1,68.54232788,60.80349731,1
117,154.1297913,107.2693329,1,149.4370575,102.8773956,1,111.8047256,87.22974396,1,102.5429382,85.14546204,1,96.60799408,83.51047516,1,68.5880127,60.80095291,1
118,154.4980316,105.5871506,1,150.3750458,100.3639984,1,112.1608353,87.26739502,1,102.9552612,85.14038086,1,97.23420715,83.36776733,1,68.5880127,60.71812439,1
119,154.4980316,105.5871506,1,150.3750458,100.3639984,1,112.1608353,88.42298889,1,103.519577,84.56323242,1,97.3225708,82.95375061,1,68.54232788,60.71812439,1
120,154.4980316,105.5871506,1,150.3750458,100.3639984,1,112.1446915,87.26739502,1,103.519577,83.58764648,1,97.33396912,81.70024109,1,68.4072876,60.72107697,1
121,154.2936554,106.5872345,1,149.7706757,102.2590714,1,112.1446915,87.26739502,1,103.8329239,83.39072418,1,97.64925385,81.56699371,1,68.25865173,60.72107697,1
122,153.2265015,107.0876999,1,148.6477356,103.1633148,1,111.9888916,87.46305084,1,103.8855133,82.89281464,1,97.68161011,80.9271698,1,68.10669708,60.72107697,1
123,153.1304474,107.7946854,1,148.4785156,104.3271866,1,111.7454376,88.42298889,1,103.9074783,82.89281464,1,98.25495911,80.68500519,1,68.06587982,60.72107697,1
124,152.0103149,108.1136169,1,147.2401733,104.3271866,1,111.1426086,90.03638458,1,103.9074783,82.89281464,1,98.89910889,80.66187286,1,67.95599365,60.68450165,1
125,152.0103149,108.1136169,1,147.2401733,104.3271866,1,110.8455658,91.03913879,1,104.3658142,83.29439545,1,99.02150726,80.66187286,1,67.89555359,60.64863205,1
126,152.0103149,108.1136169,1,147.2401733,103.6107407,1,110.40728,91.54589081,1,104.4067688,83.49138641,1,99.27970886,80.68500519,1,67.89555359,60.54127502,1
127,154.8618164,107.212738,1,150.4423065,103.1338043,1,110.40728,92.1289978,1,104.573822,84.30995941,1,99.75049591,81.41583252,1,67.92966461,60.54127502,1
128,155.2591705,106.4579086,1,150.4423065,103.0136795,1,110.4091797,92.32633972,1,105.8985519,84.30995941,1,100.1111832,81.41583252,1,67.83156586,60.51582718,1
129,155.3776093,105.5178375,1,150.6140594,102.6140289,1,110.477211,92.48036957,1,105.8985519,84.87394714,1,100.1111832,81.72115326,1,67.83156586,60.51582718,1
130,155.4327087,105.4817963,1,150.9760742,102.5233917,1,110.477211,92.4963913,1,105.8985519,84.87394714,1,100.3498077,81.98849487,1,67.92966461,60.51582718,1
131,157.6190491,105.1126175,1,152.3224182,101.7427521,1,111.310318,92.79672241,1,105.8755341,84.51345825,1,100.3498077,81.55440521,1,68.02620697,60.4885025,1
132,157.6190491,103.5240936,1,152.5868378,100.7279663,1,111.6715164,92.87634277,1,105.8755341,84.51345825,1,100.3971405,81.55440521,1,67.83156586,60.38150787,1
133,157.6190491,102.4506302,1,153.0262604,99.67063904,1,111.8130493,92.87634277,1,105.8755341,84.54766083,1,100.3971405,81.79704285,1,67.77128601,60.27095032,1
134,157.6190491,102.4506302,1,153.092392,99.18962097,1,111.8184662,92.96346283,1,105.8755341,84.54766083,1,100.9505157,81.79704285,1,67.8116684,60.27095032,1
135,157.6190491,102.4506302,1,153.1672211,99.18962097,1,111.8184662,92.96346283,1,105.8755341,84.54766083,1,101.0316544,81.79704285,1,67.76956177,60.27095032,1
136,157.84198,102.6488953,1,153.1672211,99.18962097,1,111.8184662,93.19261169,1,105.7112732,85.9684906,1,101.0316544,82.33715057,1,67.76084137,60.20254898,1
137,157.9237976,103.0175476,1,153.572464,100.2068634,1,111.4847031,93.36759186,1,105.6493073,86.05298615,1,100.9505157,82.37619781,1,67.76084137,60.19817352,1
138,158.3526764,103.0591812,1,153.572464,100.4424591,1,111.401886,93.36759186,1,104.8700104,86.05298615,1,100.2831573,82.37619781,1,67.72431183,60.19817352,1
139,158.3526764,103.4227295,1,153.2890167,100.6843109,1,111.401886,93.25994873,1,104.664444,86.05298615,1,100.1409225,82.33715057,1,67.72431183,60.19817352,1
140,158.2082062,103.4227295,1,153.2890167,100.6843109,1,111.4594574,93.25994873,1,104.664444,85.93445587,1,100.1409225,82.10492706,1,67.72431183,60.19817352,1
