scorer,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000,DLC_resnet50_CforSingleAug3shuffle1_750000
bodyparts,f1,f1,f1,f2,f2,f2,f3,f3,f3,m1,m1,m1,m2,m2,m2,m3,m3,m3
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,81.78887176513672,85.9205551147461,1.0,83.7417984008789,82.93397521972656,0.9999999403953552,98.02958679199219,54.6439208984375,0.9999998807907104,96.765380859375,48.02814865112305,1.0,97.17350769042969,43.87126159667969,0.9999998807907104,84.85590362548828,16.502521514892578,1.0
1,81.77600959335314,85.90346586908083,0.9999999403953552,83.73070077041987,82.92135128509108,0.9999998807907104,98.01218107005187,54.634736810056474,1.0,96.73660454686643,47.94871991834681,1.0,97.09251401854328,43.770800666045346,1.0,84.84224476956426,16.49601694807053,1.0
2,81.05996547743068,87.51668589994803,1.0,83.40945001175278,84.64073164048732,0.9999998807907104,98.07243726513391,54.71713640199422,0.9999999403953552,98.8455327926213,47.499910659186725,1.0,99.08004388148794,43.33544771493855,1.0,86.21304053259317,17.243742067910667,1.0
3,76.87452133412276,85.0116176999219,1.0,81.1647138563085,82.02359568365988,0.9999997615814209,99.45234357098626,54.21829475141765,0.9999998807907104,101.35116030583133,47.2531574750725,1.0,101.48821148174852,43.254762769633075,1.0,87.24081135146811,17.188900596957154,0.9999999403953552
4,74.9694167666168,83.80564182249418,0.9999998807907104,78.08538955139416,81.52900557796842,1.0,98.18785473165201,56.25154732496083,1.0,101.87320685623999,46.76782556842295,0.9999997615814209,101.49719441313263,42.64083347171261,1.0,87.24821357093852,16.87397746510855,1.0
5,79.27919876556643,89.09629768128632,1.0,82.32134077592356,85.84387940657447,1.0,98.49214113950734,57.73900373999946,0.9999998807907104,103.24626143771172,47.646172339105306,0.9999998807907104,102.81442404907554,43.6691192765756,1.0,88.49953787107388,18.57117383482465,1.0
6,81.79026586286115,92.803909126453,1.0,83.58281625756365,89.50375594460006,1.0,97.3079492993744,59.050203690063036,0.9999998807907104,102.05249014448472,49.89433765780281,0.9999998807907104,101.91865607919215,46.149288663093536,0.9999999403953552,89.20390791530997,18.652231299324516,1.0
7,82.06863686708441,90.71672013357643,1.0,83.991312897253,87.37475059421483,1.0,96.76993584281533,58.259504191891025,0.9999998807907104,101.35892157339428,47.969976567615205,1.0,101.6921714747344,43.411811308517905,1.0,90.22299455934794,17.019873092554292,1.0
8,82.34549411989168,92.47579518535173,1.0,84.41709984091284,89.399156140184,0.9999998211860657,96.80218516629297,59.331593020144595,0.9999998807907104,99.0273374433537,49.4136243208944,1.0,99.73978111944457,45.43002342548064,1.0,90.78309054801277,17.16587905008202,1.0
9,86.0079714984993,92.76587939524522,1.0,87.09967773044397,89.3216221020595,1.0,97.2493184846268,59.223937075751095,0.9999998807907104,97.9206539116735,49.499519009665704,0.9999999403953552,98.73794688828946,45.44087221292468,0.9999998807907104,90.95616471311493,17.211709806795763,1.0
10,84.89864557123296,93.22266052075156,0.9999999403953552,86.6493306311165,89.93218693008957,0.9999998807907104,96.54328167957976,59.42743083431522,0.9999998807907104,97.11632478734165,50.131558500454766,0.9999998807907104,96.91266434079668,46.410616213998054,0.9999999403953552,91.11168770683463,17.23206060856285,1.0
11,88.61523058462448,93.79531786626698,1.0,88.62634137843767,90.92336509472446,0.9999999403953552,96.23627781441911,58.2696978874629,1.0,96.71881210557112,49.01452254905668,1.0,96.2975692672498,44.498071800259666,1.0,89.9835725675716,16.025767572604305,1.0
12,90.04264464274539,93.09018305883498,1.0,89.55049342327186,89.76173516459797,0.9999998807907104,97.03220626163406,59.57402968867013,1.0,97.47594597382266,45.664514769663995,1.0,97.51487636936267,40.41367025803786,1.0,86.61935162075854,12.907043632611996,0.9999998807907104
13,91.0183161260032,94.00625860792549,1.0,90.30095141420405,90.69936346667677,0.9999999403953552,96.96530793012494,59.720403787127815,1.0,98.38956016657184,42.56768408016804,1.0,98.15298826181186,36.93998945735507,1.0,85.3303921558551,10.441345856368297,0.9999999403953552
14,90.69258914740894,94.56879055076332,1.0,90.10594359394167,91.08878554403753,0.9999997615814209,96.90802706792086,59.41717990383995,1.0,98.52573599229089,45.22168783009599,1.0,98.40926908920562,39.95389373752009,1.0,87.85124498563444,11.512322850014753,0.9999998807907104
15,89.56326594117405,97.22163573216267,1.0,89.35751408778384,93.78376614048994,0.9999998807907104,95.98458772989103,60.60214747979376,1.0,99.63764072591297,45.177077529964265,0.9999998807907104,99.56935882561928,39.77880214769433,1.0,88.01015091214293,12.118297276056762,1.0
16,88.9389350309974,93.62101857450028,1.0,89.75117054474363,90.1910959162967,1.0,96.22260368496978,60.732982743178574,1.0,100.1037530630751,47.41856527584032,1.0,100.35178826754773,42.267096907419756,1.0,89.97345017584361,13.691357561923223,1.0
17,86.33741609686355,97.29773844009297,1.0,87.47067544762027,93.51279965825339,0.9999999403953552,96.44805356269924,58.91376220079244,1.0,101.01468217752503,45.2525300462331,1.0,100.99751031201004,40.18490309020954,1.0,89.37883544815023,12.309204473199504,0.9999998807907104
18,85.15545620002828,97.0866995561227,1.0,86.33383506171863,93.33113505116133,1.0,95.83741876635136,59.46709464759719,1.0,103.75788927564798,44.69064906021004,1.0,102.8186370288847,40.35836022845169,1.0,89.46422000857518,13.176635605671745,1.0
19,80.43527195130838,96.79466276650562,1.0,82.65437349529476,93.58787255215515,1.0,94.85592401495404,60.53608710616756,0.9999999403953552,106.94815904744391,45.7345996575057,0.9999998807907104,105.87174955253764,42.221698650566545,1.0,89.03303496465361,16.252583417213984,1.0
20,78.86448994998298,95.93480643557861,1.0,80.27353748329773,92.87905597655246,0.9999999403953552,95.61044105902069,60.7769514506168,0.9999998807907104,107.23485933526769,46.74971123476369,1.0,106.18907385631633,43.04431181542354,0.9999998807907104,90.79594809868915,16.166150570325122,1.0
21,78.94346310114663,96.39700441367876,1.0,80.11782481910633,93.56569391934154,0.9999998807907104,95.65276418372503,61.28080300016261,0.9999997019767761,106.52710531355311,47.724437263574416,0.9999999403953552,106.63489941554806,43.83372659327049,1.0,92.32542850232599,16.841787315581374,1.0
22,80.68790635924059,97.74680352437612,1.0,81.57947724185416,94.66954779072705,1.0,94.72503431323426,62.032215821481806,0.9999998807907104,101.91226078449537,52.80189212563424,0.9999998807907104,102.69145346109565,50.24146229441661,0.9999995231628418,95.97245888003444,19.85263407470584,1.0
23,84.57687163737916,101.24694909400412,1.0,84.70974951732632,96.70899337855163,1.0,94.52392961246503,62.402334281734134,1.0,102.89808169965195,50.31262191659208,1.0,104.51244023384514,45.18082590913296,1.0,96.18666427486768,17.18670839373631,1.0
24,85.97508381130626,101.88284603108396,0.9999998211860657,86.01872015474069,97.9783677376686,1.0,94.69055978066837,63.558505994467524,0.9999994039535522,101.15790848085524,52.28483849420484,0.9999998211860657,101.98468125095286,48.59237051045153,0.9999998807907104,98.49466647570853,18.57819596654097,0.9999997615814209
25,87.38137952211567,102.69731928052751,1.0,87.05432499824549,99.49431034385695,1.0,92.8652436648164,63.46873770877287,0.9999996423721313,97.97786050411409,55.04306509735285,0.9999995827674866,98.78558456503254,52.20653109425272,0.9999998807907104,101.14256043249748,21.720805870797285,1.0
26,90.93479314617991,102.5863943277133,0.9999999403953552,90.05374762483213,99.15953070833874,0.9999998807907104,92.95591916581401,63.28273754487782,0.9999852180480957,97.3743616520753,54.95755633852876,0.9999998807907104,98.16427146102987,51.10760557300243,1.0,99.49587822309987,20.314982273435987,0.9999998807907104
27,98.69030295811882,101.00054477146257,0.9999997019767761,97.24804312026372,97.70447200257844,0.9999955892562866,95.05196678873347,64.03289059528908,0.9999614953994751,97.29940626619327,54.40936350246845,0.9999997615814209,97.92406906074146,50.73662107150323,0.9999999403953552,101.29298965807241,21.029786069461423,0.9999994039535522
28,104.34836493235615,96.64923045569053,1.0,103.915306290729,94.27681396358281,0.999999463558197,94.79067971488286,64.05800520315027,0.9999970197677612,96.56227963916155,54.800722687485134,0.9999998807907104,96.46738954940935,51.631335057625066,0.9999999403953552,101.7730083619898,22.202835822427332,0.9999990463256836
29,104.94000033090175,97.85681490271736,0.9999983310699463,103.76637624549907,94.85997887151984,0.9999958872795105,94.47941929808698,64.16076459177513,0.9999409317970276,96.1059504599638,55.14602174026531,0.9999998807907104,96.0181662383021,51.753282798013096,0.9999997615814209,101.93406999956949,22.830697627357125,0.9999998807907104
30,101.49689577300627,99.98904351896351,1.0,100.52508477465825,97.55073891199726,0.9999996423721313,95.38692133811696,67.94893927474635,0.9999985098838806,96.56161943513447,57.60249934002689,0.9999998807907104,96.78841821224896,54.64978398963834,0.9999999403953552,101.04833937937859,24.936412191287822,1.0
31,108.471639422666,97.0435922040891,0.9999998807907104,107.83584956946271,95.21666299932794,0.9999996423721313,94.2337288737578,67.09142864053698,0.9999897480010986,96.62735638446559,58.20842652341456,1.0,96.51832182832081,54.789356967294054,0.9999998807907104,101.86402747405991,25.969252926533954,0.9999998807907104
32,111.5584174646536,93.55210746354005,1.0,109.2637410433397,91.73629737544383,0.9999999403953552,93.82560222199673,67.60239437383775,0.9999929666519165,96.66599198168493,58.79156058236306,0.9999998807907104,96.60527927808283,55.19094788584395,0.9999999403953552,101.39972029660319,25.740240023965157,0.9999998807907104
33,110.76656728744604,94.94901213198473,0.9999999403953552,109.94618738761199,92.10945046334089,0.9999997019767761,95.03317260913973,64.81273053483471,0.9999983310699463,96.59625453237732,57.12678599952899,0.9999998807907104,96.36214785842043,53.81633311533406,1.0,102.03217453433281,25.247033941642265,0.9999998211860657
34,104.17978783571306,95.7794120627171,0.9999998807907104,105.40828781783863,92.72375962224432,0.999999463558197,95.6297518895656,63.88890259527959,0.9999991655349731,97.3824669080119,57.24583962671413,0.9999999403953552,97.25846924456587,53.59249274716099,1.0,102.44922656051791,25.55757247146626,0.9999995827674866
35,101.56807097947356,97.5964558869099,1.0,103.24578719296807,94.42499413667754,1.0,97.48641724478108,64.92303458121535,0.9999996423721313,98.66077017393769,57.891613421717935,0.9999999403953552,98.85908935551376,53.91816323540396,1.0,103.46976343324259,25.384471293320487,1.0
36,97.66954162813043,97.68369601946465,1.0,99.75557425852848,94.80501587926236,1.0,97.72021761396581,64.92390252119299,0.999999463558197,100.8826627658494,57.27538176400505,1.0,100.69221902396822,53.6665232148852,1.0,101.6796742374028,25.652354460489367,1.0
37,96.23663255663446,97.97958999257416,1.0,97.8825428934874,94.75332523210365,0.9999997019767761,98.1788523622073,65.22574820620815,0.9999995827674866,100.34039740965937,58.60427779032648,1.0,100.14817792470997,55.41402272190916,1.0,100.8434705154115,26.95954335027124,0.9999999403953552
38,92.07488970567853,98.26353165323994,0.9999998807907104,93.90997040276274,95.90309350395464,0.9999988079071045,96.78758570418915,66.3194552114087,0.9999995827674866,99.28442239895372,60.28074406683291,1.0,99.41747787906087,56.82361944056889,0.9999998807907104,101.46284087419232,28.71809428286757,1.0
