position,x0,y0,x1,y1
0,670.869690219742,372.98040320034784,644.0981738294897,407.0039108318301
1,675.5027740039449,368.3290011132136,648.720650060546,401.5502216676967
2,681.623626874347,360.83685858091195,653.741930649628,393.72201288405284
3,685.5185627217612,355.44176950991664,657.806837706657,387.5525772000718
4,691.1569704948997,349.7149110641124,662.3117292923532,382.9899810355133
5,694.6794540453474,343.70175569112286,666.9779696070198,376.8546029846625
6,699.4795007367206,336.8571278912079,674.0212323680335,370.1760652173749
7,703.6802145465466,329.48279954803667,679.694642721483,364.1722233252774
8,708.0754967256102,322.7609982015887,685.4172507822271,358.09458044794025
9,712.428894445134,314.63693277397255,689.9951700488741,351.0111273030987
10,716.7517765433217,307.306455956783,695.2678050638448,344.70597078017033
11,722.1520076274782,299.5924616684554,700.3803744669246,337.02843622415895
12,726.3431096100309,293.234312915329,704.4775254181014,329.9001123045574
13,731.3616136321127,287.844062041268,708.7203424217228,323.6633869307499
14,737.3014475630608,280.6163770456818,712.6792506329406,315.8011274066734
15,741.5857242856578,274.7653140990217,717.183220107751,308.99692286410135
16,747.3621578827,267.99972260718306,721.5705832919001,301.9498071405917
17,751.9663889465645,260.6441509522726,726.8259960408743,294.6228842141484
18,755.9241182591378,254.37901602546958,730.9559009973977,287.78000480900084
19,758.3085721622866,246.3025478295833,735.7495167475009,280.8245485695705
20,759.3208485047495,240.52403265151594,739.6154861546523,276.21824283040434
21,758.4343096906634,236.1011828164792,742.0929347444354,272.1828882542063
22,755.572450471165,229.89341963266943,743.5176100718912,269.02504972544125
23,753.0347888303492,226.03047971744317,746.1244129101127,266.0329294638351
24,749.6815133213533,222.9189723587682,748.215698229779,262.6583024848615
25,745.6646879395672,219.42195010092937,749.4003735797484,258.742862883385
26,744.3308385128962,217.34133294752834,750.4962367037126,256.08531069935884
27,745.9759676875492,215.51423916177683,751.5041296716428,255.01586686863953
28,747.3248473311977,216.0017391508269,750.7682077583406,255.15883484351315
29,749.602731607541,215.92092070506158,749.8596096062545,255.79860127959208
30,750.2334863214562,214.8893220693866,749.4145863797883,255.76809428115595
31,753.3998371733496,213.54140733070926,749.6087014743414,254.36504354408095
32,756.9048776462356,212.78452546533748,749.7263177661008,253.26202598158378
33,759.595708055435,212.91448665768974,750.1103363350479,252.83075373113024
34,763.2695854587386,212.69785271321447,749.8892821393663,251.43191145891385
35,766.3735689494491,213.62558096799913,749.3501396184749,249.37142376666284
36,770.155366268822,214.98587288069146,749.4403427191208,248.47127517240605
37,774.0059320010829,217.06516226968824,749.6258858259831,247.57526895353607
38,777.2380269169486,218.43952442322183,749.9195121167887,244.7387577683275
39,780.7103475590145,219.82456198598607,750.968122228162,242.9646931328563
40,784.7802019529064,221.4848402483152,751.1678348003758,241.44905828291
41,791.8209506986933,223.11633281742334,752.0123908715141,239.3576902959737
42,798.070346550962,225.80657067119918,753.5412351527133,236.8042449111612
43,802.4280185347033,227.09345521836482,757.087401752728,233.81431703629585
44,806.1848013416503,228.96117285332832,762.3036725005812,230.3892782600858
45,808.8221930792006,232.42523639017165,767.7016349191284,229.7760669949708
46,812.7329411019141,235.60321075462176,773.2468669849802,229.74855294574846
47,816.615173590257,236.98370264885602,778.0473643489341,229.11974030129548
48,820.9509751906904,240.98536297462476,782.5854794260763,230.59306496392267
49,826.5332368504256,244.98882164773883,787.0672214038899,231.97511669075115
50,831.1290190038687,246.74961903440285,792.5930298901336,232.74545817080278
51,836.1223748286076,250.07155277597298,797.4591936276761,234.43578534758765
52,843.4663716580858,253.76950894078334,803.4888652445209,237.03103734452586
53,847.8129403676995,256.2961444422588,809.8312672849174,239.12008165933304
54,851.9800491270126,260.8998087022426,814.7170399756749,241.50137793308485
55,855.6259168447604,265.5320057860139,820.385076631788,244.1703939205956
56,858.63379339369,269.64135177708766,824.823354280959,246.14441139576863
57,861.4790195440141,275.75197987423525,827.9550303643521,248.794086769171
58,865.0897782741971,281.43501022835926,832.2312482526893,253.2740770721789
59,868.313481305417,286.1920511679184,837.4836662778586,257.0952207842732
60,873.1732525637117,293.4763084313745,842.0694913117514,261.32963410585455
61,876.8713223850353,297.93074738477856,846.8344384457145,266.7350612454616
62,879.9895479677907,303.7639660962844,852.3826591029923,271.02350211417956
63,883.9155519467171,308.754597596388,856.8241855994002,276.8246704669831
64,887.4983438221155,312.7255022193503,860.7307273964387,281.0111453255333
65,891.5628012485856,319.20426643574035,865.2313972716157,285.8496993837633
66,894.3902128238443,325.2540897343104,868.6643521984428,291.71990561680536
67,896.4702016859111,330.6649331082736,872.4121914759636,295.78824620687317
68,895.6254344511202,336.8578962586146,876.3363154039475,300.33646805210765
69,896.7973744702373,343.42488112049443,879.1375334919741,306.0344646538206
70,897.4935508041585,349.64930735489384,882.697689192141,310.43382995967636
71,897.945401168799,357.4055694405312,885.4449583268206,315.16688975964576
72,899.6637970686204,363.4969665529398,887.5125379915719,322.965763851053
73,901.7086662813446,369.87872649589394,890.5233768814217,329.91253778458776
74,904.5397747970219,377.2160355712636,892.5154215988949,336.80328777641165
75,907.8214778295774,382.1690595110486,893.3221644491009,342.78311529678206
76,909.9029477379976,388.16572232817026,895.5985730937233,348.046168472085
77,913.1188548544555,394.41444902464855,896.5478563043479,352.11333523897935
78,914.5349546864854,397.220257487555,897.5108317341534,357.6771725699006
79,914.7731255756347,403.55988038637054,900.2959398746111,363.76896370758806
80,915.2469700328576,409.0436718982944,901.3964963633522,368.70469737663933
81,916.0550033610011,414.34051067094424,903.0550659554228,374.0743151444435
82,914.8885803845096,421.6784855542103,905.726034333794,379.57325011952514
83,914.48571553606,428.1832730180908,907.3593306692403,385.51978514773253
84,912.5997991565572,434.9212564322952,908.8428428919262,392.3236751803082
85,910.4450828655476,441.75565015730666,910.7891592812796,399.0762338160205
86,909.1168473337212,447.451147822258,910.851392018081,406.3060688570532
87,906.7608944598842,453.83452929216395,912.4202022630876,412.84963265964865
88,904.2047382765107,462.4383601929489,913.1857819167516,418.46169535245195
89,903.3407896006418,467.35408299122514,912.3006389985823,425.6581712749658
90,900.9992602293527,474.6569920165705,912.163059750202,433.38903699480386
91,900.1703223658596,481.72761869951876,909.6001766736356,441.12165575917544
92,899.3237729255067,488.0649134886027,907.6368795521811,447.11799941995775
93,897.9409688442021,495.93519885311593,906.5923095600756,453.0419961688227
94,895.8250240472458,501.25674185240314,904.3578105017612,459.5384362437163
95,892.001719770774,507.21794235624907,903.3367626996132,466.7179789160867
96,889.1722827205678,513.3606363042031,902.1863974566517,473.07861450370905
97,885.4617143420862,519.374508355422,900.4987231106487,479.46579709450515
98,881.1947280999749,526.2823054982865,899.1766269591602,486.7181835319158
99,877.2635651958698,533.2736708403178,895.5677551012675,494.80405168531934
100,873.0693925523478,538.1914638684136,893.6611816512439,501.2434024724137
101,868.5493427807181,543.0358212804351,891.0225623949665,507.717808882207
102,865.1373636549874,547.5173523476461,888.3517924522566,513.68613174945
103,859.7910349868168,550.9229799182716,886.8326260538574,516.9045836879013
104,853.0894203457498,557.5899268959845,886.306645287411,518.1808794444913
105,848.2562160135013,560.4185521035652,884.1515715730815,520.8300513455733
106,841.6138239804937,563.9030591128104,882.5908302220955,521.2108797950982
107,837.8434771353343,566.1541878201491,878.792514099576,525.4155160534223
108,833.0137613934363,567.9255170541071,876.645451110749,529.8186906439506
109,826.7943868085827,569.783461412105,871.4414370222704,535.311480047266
110,823.8865608357908,571.4364257081508,865.9375566036609,541.0249344038838
111,823.1524469029393,570.6807794506077,858.0725360477527,547.9318693098293
112,819.326015180234,570.1508363423555,854.299798321407,552.1192244895759
113,813.2464053130351,570.4981251237406,851.0588719188631,554.784896968785
114,808.1873498657238,571.7290224542965,846.3347658502096,557.6033989580288
115,802.5718096299503,572.0882343269562,841.6102169767145,560.2021079415563
116,794.1990114374169,573.4819357055137,835.8268085123275,562.9458200350874
117,788.4919729552707,575.0491968595896,828.439298543443,565.3502020680544
118,781.5990351660479,576.3780821704761,822.922068809483,567.0766915818062
119,775.3430255119489,578.5478512386024,816.5044034599872,567.9964601844221
120,768.3707223215267,580.5752083466491,809.6395038214657,568.8130079015314
121,760.6924081726241,584.0805675267042,803.1986315097246,570.8059149220884
122,755.364128615169,586.4976866210897,795.5837937235159,572.3214430720136
123,748.2744139435397,587.5869753782464,789.3188681803251,573.4297612829888
124,742.1579083076356,590.095070002755,782.0882041756971,576.2779020611351
125,735.5409029680145,590.2213546839312,775.1314398879391,577.5696134490513
126,729.0207784515044,590.7989456623725,769.1629201951359,580.5268600664683
127,724.1445080435277,590.7479052473224,764.3455738379276,582.6348364573458
128,718.075673101418,588.968490159549,759.4312504978118,584.4326818469583
129,712.3167987769308,587.3809340488991,754.3974974931722,586.8626070798001
130,707.5496267478076,587.0479422989645,747.8056508060444,588.1853528852635
131,702.678806049241,583.8720995043208,743.7656544639812,588.3829245662438
132,698.7142794709061,580.7542853725388,739.1427184321096,589.1219181717353
133,693.8242558396106,578.9827573311256,733.0884965060425,588.5284994763608
134,689.3141035691425,575.4520545257801,728.7508099714653,587.5037618319201
135,682.7331655621384,571.7862774846258,722.9899384552511,587.1456507706089
136,678.2973919790635,570.2002201505846,716.2557749788592,586.349011069438
137,673.7492564592766,566.6804148113381,711.5134933754798,584.8321113568925
138,666.7746574495793,563.4472474782996,705.2924687122385,583.7300464130595
139,662.4370440693089,561.2207619310633,698.6165602969235,580.9298554458537
140,658.6768704886769,555.9984761022771,693.3306525818432,578.1195287519762
141,653.4070116300534,552.7845279879438,687.6353830643941,576.3973439008546
142,649.8740669279487,548.5831839035,683.0649806324051,573.4457390205407
